"Run File = C:\Nu plasma\Analyses\U-Th-Pb FAR.nrf"
"Gains : ",.9957073,1.040892,.9984365,1.005277,1.024671,1.017546,1,1.033899,1.000946,.9846264,1.036756,.9969983,1,1,1,1,
"Bucket efficiencys : ",1,1,1,1,1,1,1,1,1,1,1,1,
"Ion counting deadtimes : ",12,10.8,9.7,10,
"High Voltage Settings"
"HV1",6017,"HV2",3529.387,"HV3",4537.119,"HV4",1749.011,"HV5",2866.18,"HV6",2611.389,
"Deflector Settings"
"Quad 1",44.16291,"Quad 2",-39,"Source V1",91.9964,"Source H1",46.99969,"Source H2",-28.98132,"Transfer H1",19.98993,"Transfer V1",58.98755,"Transfer V2",1.988159,"Suppressor",-100.0092,"MOP",-15.01511,"HM Outer",-857.9915,"HM Inner",207,"HM Dog Leg",439.9854,"Centre",531,"LM Dog Leg",712.9734,"LM Inner",184,"LM Outer",-760.9791,"Filter Quad",-299.997,"Filter Hor",49.98932,"ESA V1 Defl",178.9911,"ESA V2 Defl",-239.9976,"ESA plates",345.1033,"Lin 1",80,"Lin 2",318,"Lin Corr",-25,"Q2 Low",0,"Q2 High",0,"Cubic",-6,"Q15 Corr",-5,"Q16 Corr",18,"Alpha1",0,"Alpha2",0,"ESA Float",0,"Dog Leg 1",-884.9909,"Dog Leg 2",-770.0126,"Dog Leg 3",-749.9924,
"Plasma Settings"
"Coolant",13,"Aux",.8000367,"Neb",31.79626,"Mix gas",1.049999,"Mix gas2",0,"RF Power",1300,"Reflected Power",0,"Air Cap Position",137,"Vac Cap Position",8463
"X motor pos = ","7.20","Y motor pos = ","6.18","Vert motor pos = ","4.04"
"Pir 1","8.6E-02mbar","Pir 2","8.6E-01mbar","Penning","2.4E-07mbar","Pir 3","4.1E-04mbar","Analyser","3.2E-09mbar"
"Ion Counting Settings"
"IC 0",-1750.03,"Disc 0",-.050006
"IC 1",-1900.024,"Disc 1",-8.502091E-02
"IC 2",-2050.018,"Disc 2",-6.997627E-02
"IC 3",-1900.024,"Disc 3",-6.997627E-02
"Filter 1",3999.939
"Filter 2",2449.951

" U-Th-Pb FAR Analysis"
" Started analysis at 13:28 on the Tuesday, September 18, 2018"
"Sample Name is  SL <> Started analysis at 1:29:12 PM"
-7.4081372E-03, -3.2198169E-03, 0.0000000E+00, -4.0093358E-03, 0.0000000E+00, 0.0000000E+00, 0.0000000E+00, 0.0000000E+00, 0.0000000E+00, -2.4283384E-03, -4.0601490E-03, -3.1088074E-03, 8.6999593E-06, 0.0000000E+00, 3.7889506E-05, 3.1791554E-05, 5.9836605E-01, 3.4230383E-02, 0.0000000E+00, -3.9856901E-03, 0.0000000E+00, 0.0000000E+00, 0.0000000E+00, 0.0000000E+00, 0.0000000E+00, 7.1046399E-04, -6.8414654E-04, 5.4210418E-02, 1.0638640E-05, 0.0000000E+00, 4.1017134E-05, 3.4704230E-05,  19 
-7.4081372E-03, -3.2198169E-03, 0.0000000E+00, -4.0093358E-03, 0.0000000E+00, 0.0000000E+00, 0.0000000E+00, 0.0000000E+00, 0.0000000E+00, -2.4283384E-03, -4.0601490E-03, -3.1088074E-03, 8.6999593E-06, 0.0000000E+00, 3.7889506E-05, 3.1791554E-05, 5.9971753E-01, 3.4763416E-02, 0.0000000E+00, -4.0464637E-03, 0.0000000E+00, 0.0000000E+00, 0.0000000E+00, 0.0000000E+00, 0.0000000E+00, 7.3931500E-04, -6.6256924E-04, 5.4477658E-02, 9.9336639E-06, 0.0000000E+00, 4.1658044E-05, 3.3278218E-05,  20 
-7.4081372E-03, -3.2198169E-03, 0.0000000E+00, -4.0093358E-03, 0.0000000E+00, 0.0000000E+00, 0.0000000E+00, 0.0000000E+00, 0.0000000E+00, -2.4283384E-03, -4.0601490E-03, -3.1088074E-03, 8.6999593E-06, 0.0000000E+00, 3.7889506E-05, 3.1791554E-05, 5.6993803E-01, 3.3986891E-02, 0.0000000E+00, -3.9262669E-03, 0.0000000E+00, 0.0000000E+00, 0.0000000E+00, 0.0000000E+00, 0.0000000E+00, 5.6757790E-04, -8.0285975E-04, 5.1730536E-02, 9.7574202E-06, 0.0000000E+00, 4.2218839E-05, 3.4287641E-05,  21 
-7.4081372E-03, -3.2198169E-03, 0.0000000E+00, -4.0093358E-03, 0.0000000E+00, 0.0000000E+00, 0.0000000E+00, 0.0000000E+00, 0.0000000E+00, -2.4283384E-03, -4.0601490E-03, -3.1088074E-03, 8.6999593E-06, 0.0000000E+00, 3.7889506E-05, 3.1791554E-05, 5.7568528E-01, 3.4910375E-02, 0.0000000E+00, -4.0940577E-03, 0.0000000E+00, 0.0000000E+00, 0.0000000E+00, 0.0000000E+00, 0.0000000E+00, 6.3715642E-04, -7.7481689E-04, 5.2147500E-02, 1.0462396E-05, 0.0000000E+00, 4.1561907E-05, 3.5040706E-05,  22 
-7.4081372E-03, -3.2198169E-03, 0.0000000E+00, -4.0093358E-03, 0.0000000E+00, 0.0000000E+00, 0.0000000E+00, 0.0000000E+00, 0.0000000E+00, -2.4283384E-03, -4.0601490E-03, -3.1088074E-03, 8.6999593E-06, 0.0000000E+00, 3.7889506E-05, 3.1791554E-05, 5.3137677E-01, 3.2693837E-02, 0.0000000E+00, -3.9631594E-03, 0.0000000E+00, 0.0000000E+00, 0.0000000E+00, 0.0000000E+00, 0.0000000E+00, 4.2091006E-04, -1.0252277E-03, 4.8037435E-02, 9.3248227E-06, 0.0000000E+00, 4.1369633E-05, 3.5056728E-05,  23 
-7.4081372E-03, -3.2198169E-03, 0.0000000E+00, -4.0093358E-03, 0.0000000E+00, 0.0000000E+00, 0.0000000E+00, 0.0000000E+00, 0.0000000E+00, -2.4283384E-03, -4.0601490E-03, -3.1088074E-03, 8.6999593E-06, 0.0000000E+00, 3.7889506E-05, 3.1791554E-05, 5.4193651E-01, 3.4009202E-02, 0.0000000E+00, -3.9421560E-03, 0.0000000E+00, 0.0000000E+00, 0.0000000E+00, 0.0000000E+00, 0.0000000E+00, 4.7155699E-04, -9.6113453E-04, 4.9060882E-02, 9.9336639E-06, 0.0000000E+00, 4.1289521E-05, 3.3230150E-05,  24 
-7.4081372E-03, -3.2198169E-03, 0.0000000E+00, -4.0093358E-03, 0.0000000E+00, 0.0000000E+00, 0.0000000E+00, 0.0000000E+00, 0.0000000E+00, -2.4283384E-03, -4.0601490E-03, -3.1088074E-03, 8.6999593E-06, 0.0000000E+00, 3.7889506E-05, 3.1791554E-05, 5.5235660E-01, 3.4991664E-02, 0.0000000E+00, -3.9918782E-03, 0.0000000E+00, 0.0000000E+00, 0.0000000E+00, 0.0000000E+00, 0.0000000E+00, 5.2075140E-04, -9.2927828E-04, 4.9900628E-02, 9.2126675E-06, 0.0000000E+00, 4.2443156E-05, 3.4495937E-05,  25 
-7.4081372E-03, -3.2198169E-03, 0.0000000E+00, -4.0093358E-03, 0.0000000E+00, 0.0000000E+00, 0.0000000E+00, 0.0000000E+00, 0.0000000E+00, -2.4283384E-03, -4.0601490E-03, -3.1088074E-03, 8.6999593E-06, 0.0000000E+00, 3.7889506E-05, 3.1791554E-05, 5.1923689E-01, 3.3542709E-02, 0.0000000E+00, -4.0319453E-03, 0.0000000E+00, 0.0000000E+00, 0.0000000E+00, 0.0000000E+00, 0.0000000E+00, 3.5644089E-04, -1.0823409E-03, 4.6937710E-02, 9.8855980E-06, 0.0000000E+00, 4.1946452E-05, 3.6130245E-05,  26 
-7.4081372E-03, -3.2198169E-03, 0.0000000E+00, -4.0093358E-03, 0.0000000E+00, 0.0000000E+00, 0.0000000E+00, 0.0000000E+00, 0.0000000E+00, -2.4283384E-03, -4.0601490E-03, -3.1088074E-03, 8.6999593E-06, 0.0000000E+00, 3.7889506E-05, 3.1791554E-05, 5.1862057E-01, 3.3935401E-02, 0.0000000E+00, -3.9978384E-03, 0.0000000E+00, 0.0000000E+00, 0.0000000E+00, 0.0000000E+00, 0.0000000E+00, 2.7553842E-04, -1.1050385E-03, 4.6977847E-02, 1.0350241E-05, 0.0000000E+00, 4.1834293E-05, 3.4351731E-05,  27 
-7.4081372E-03, -3.2198169E-03, 0.0000000E+00, -4.0093358E-03, 0.0000000E+00, 0.0000000E+00, 0.0000000E+00, 0.0000000E+00, 0.0000000E+00, -2.4283384E-03, -4.0601490E-03, -3.1088074E-03, 8.6999593E-06, 0.0000000E+00, 3.7889506E-05, 3.1791554E-05, 5.2620804E-01, 3.4877470E-02, 0.0000000E+00, -3.9668370E-03, 0.0000000E+00, 0.0000000E+00, 0.0000000E+00, 0.0000000E+00, 0.0000000E+00, 4.0623634E-04, -1.0232103E-03, 4.7940839E-02, 8.4756493E-06, 0.0000000E+00, 4.1930431E-05, 3.5553428E-05,  28 
-7.4081372E-03, -3.2198169E-03, 0.0000000E+00, -4.0093358E-03, 0.0000000E+00, 0.0000000E+00, 0.0000000E+00, 0.0000000E+00, 0.0000000E+00, -2.4283384E-03, -4.0601490E-03, -3.1088074E-03, 8.6999593E-06, 0.0000000E+00, 3.7889506E-05, 3.1791554E-05, 5.0213099E-01, 3.3438014E-02, 0.0000000E+00, -4.0604426E-03, 0.0000000E+00, 0.0000000E+00, 0.0000000E+00, 0.0000000E+00, 0.0000000E+00, 2.7221164E-04, -1.2223921E-03, 4.5693804E-02, 9.1165348E-06, 0.0000000E+00, 4.1481791E-05, 3.5425248E-05,  29 
-7.4081372E-03, -3.2198169E-03, 0.0000000E+00, -4.0093358E-03, 0.0000000E+00, 0.0000000E+00, 0.0000000E+00, 0.0000000E+00, 0.0000000E+00, -2.4283384E-03, -4.0601490E-03, -3.1088074E-03, 8.6999593E-06, 0.0000000E+00, 3.7889506E-05, 3.1791554E-05, 4.9454685E-01, 3.3227426E-02, 0.0000000E+00, -3.9592122E-03, 0.0000000E+00, 0.0000000E+00, 0.0000000E+00, 0.0000000E+00, 0.0000000E+00, 1.9795258E-04, -1.2191199E-03, 4.5238621E-02, 1.0318196E-05, 0.0000000E+00, 4.0648611E-05, 3.3839009E-05,  30 
"End of Analysis"
"Sample Name is  SL <> Started analysis at 1:31:52 PM"
-7.4099330E-03, -3.2034219E-03, 0.0000000E+00, -3.9985905E-03, 0.0000000E+00, 0.0000000E+00, 0.0000000E+00, 0.0000000E+00, 0.0000000E+00, -2.4474982E-03, -4.0653159E-03, -3.1027601E-03, 8.7683205E-06, 0.0000000E+00, 3.7617121E-05, 3.1488270E-05, 6.0106895E-01, 3.1854932E-02, 0.0000000E+00, -4.0105903E-03, 0.0000000E+00, 0.0000000E+00, 0.0000000E+00, 0.0000000E+00, 0.0000000E+00, 7.5063721E-04, -7.2918314E-04, 5.3737912E-02, 9.7734428E-06, 0.0000000E+00, 4.1978496E-05, 3.4511959E-05,  31 
-7.4099330E-03, -3.2034219E-03, 0.0000000E+00, -3.9985905E-03, 0.0000000E+00, 0.0000000E+00, 0.0000000E+00, 0.0000000E+00, 0.0000000E+00, -2.4474982E-03, -4.0653159E-03, -3.1027601E-03, 8.7683205E-06, 0.0000000E+00, 3.7617121E-05, 3.1488270E-05, 6.3163380E-01, 3.5182387E-02, 0.0000000E+00, -4.0007073E-03, 0.0000000E+00, 0.0000000E+00, 0.0000000E+00, 0.0000000E+00, 0.0000000E+00, 8.8872663E-04, -4.8701457E-04, 5.7502275E-02, 9.8215096E-06, 0.0000000E+00, 4.1674066E-05, 3.4704230E-05,  32 
